"State","Year","Beach Id","Beach Name","County","No. of beach actions","No. ofDays Under Action","No. of actions lessthan 1 day duration","No. of actions of 1 day duration","No. of actions of 2 day duration","No. of actions of 3 - 7 day duration","No. of actions of 8 - 30 day duration","No. of actions greater than 30 day duration"
"HI","2015","HI641109","Punalau","MAUI","2","17","0","0","1","0","1","0"
"HI","2014","HI641109","Punalau","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI641109","Punalau","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI641109","Punalau","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI641109","Punalau","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI641109","Punalau","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI641109","Punalau","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI789952","Spreckelsville","MAUI","8","43","0","0","0","7","1","0"
"HI","2018","HI789952","Spreckelsville","MAUI","12","87","0","1","0","9","2","0"
"HI","2017","HI789952","Spreckelsville","MAUI","7","69","0","0","0","2","5","0"
"HI","2016","HI789952","Spreckelsville","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI789952","Spreckelsville","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI789952","Spreckelsville","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI789952","Spreckelsville","MAUI","2","13","0","0","0","2","0","0"
"HI","2010","HI789952","Spreckelsville","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI789952","Spreckelsville","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI789952","Spreckelsville","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI789952","Spreckelsville","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI789952","Spreckelsville","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI765340","St. Theresa's","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI765340","St. Theresa's","MAUI","9","66","0","1","0","6","2","0"
"HI","2017","HI765340","St. Theresa's","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI765340","St. Theresa's","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI765340","St. Theresa's","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI765340","St. Theresa's","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI765340","St. Theresa's","MAUI","2","16","0","0","0","1","1","0"
"HI","2019","HI814309","Ukumehame Beach Co. Pk.","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI814309","Ukumehame Beach Co. Pk.","MAUI","10","77","0","1","0","6","3","0"
"HI","2017","HI814309","Ukumehame Beach Co. Pk.","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI814309","Ukumehame Beach Co. Pk.","MAUI","4","19","0","1","1","0","2","0"
"HI","2015","HI814309","Ukumehame Beach Co. Pk.","MAUI","2","17","0","0","1","0","1","0"
"HI","2014","HI814309","Ukumehame Beach Co. Pk.","MAUI","4","10","0","0","3","1","0","0"
"HI","2011","HI814309","Ukumehame Beach Co. Pk.","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI814309","Ukumehame Beach Co. Pk.","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI814309","Ukumehame Beach Co. Pk.","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI814309","Ukumehame Beach Co. Pk.","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI814309","Ukumehame Beach Co. Pk.","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI588333","Ulua Beach Park","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI588333","Ulua Beach Park","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI588333","Ulua Beach Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI588333","Ulua Beach Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI588333","Ulua Beach Park","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI588333","Ulua Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI588333","Ulua Beach Park","MAUI","2","16","0","0","0","1","1","0"
"HI","2010","HI588333","Ulua Beach Park","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI588333","Ulua Beach Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI588333","Ulua Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI588333","Ulua Beach Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI588333","Ulua Beach Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI169380","Wahikuli State Wayside Park","MAUI","5","31","0","0","0","4","1","0"
"HI","2018","HI169380","Wahikuli State Wayside Park","MAUI","10","77","0","1","0","6","3","0"
"HI","2017","HI169380","Wahikuli State Wayside Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI169380","Wahikuli State Wayside Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI169380","Wahikuli State Wayside Park","MAUI","2","17","0","0","1","0","1","0"
"HI","2014","HI169380","Wahikuli State Wayside Park","MAUI","2","6","0","0","1","1","0","0"
"HI","2013","HI169380","Wahikuli State Wayside Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2011","HI169380","Wahikuli State Wayside Park","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI169380","Wahikuli State Wayside Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI169380","Wahikuli State Wayside Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI169380","Wahikuli State Wayside Park","MAUI","2","79","0","0","0","0","1","1"
"HI","2006","HI169380","Wahikuli State Wayside Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI118874","Wai'anapanapa State Park","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI118874","Wai'anapanapa State Park","MAUI","10","81","0","1","0","6","3","0"
"HI","2017","HI118874","Wai'anapanapa State Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI118874","Wai'anapanapa State Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI118874","Wai'anapanapa State Park","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI118874","Wai'anapanapa State Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI118874","Wai'anapanapa State Park","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI118874","Wai'anapanapa State Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI118874","Wai'anapanapa State Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI118874","Wai'anapanapa State Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI118874","Wai'anapanapa State Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI916183","Waiehu Beach Co. Park","MAUI","8","43","0","0","0","7","1","0"
"HI","2018","HI916183","Waiehu Beach Co. Park","MAUI","15","116","0","1","0","11","3","0"
"HI","2017","HI916183","Waiehu Beach Co. Park","MAUI","7","69","0","0","0","2","5","0"
"HI","2016","HI916183","Waiehu Beach Co. Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI916183","Waiehu Beach Co. Park","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI916183","Waiehu Beach Co. Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI916183","Waiehu Beach Co. Park","MAUI","2","13","0","0","0","2","0","0"
"HI","2010","HI916183","Waiehu Beach Co. Park","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI916183","Waiehu Beach Co. Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI916183","Waiehu Beach Co. Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI916183","Waiehu Beach Co. Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI916183","Waiehu Beach Co. Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI343702","Waihe'e Beach Co. Park","MAUI","7","39","0","0","0","6","1","0"
"HI","2018","HI343702","Waihe'e Beach Co. Park","MAUI","15","116","0","1","0","11","3","0"
"HI","2017","HI343702","Waihe'e Beach Co. Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI343702","Waihe'e Beach Co. Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI343702","Waihe'e Beach Co. Park","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI343702","Waihe'e Beach Co. Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI343702","Waihe'e Beach Co. Park","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI343702","Waihe'e Beach Co. Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI343702","Waihe'e Beach Co. Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI343702","Waihe'e Beach Co. Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI343702","Waihe'e Beach Co. Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI796679","Waikoloa Beach","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI796679","Waikoloa Beach","MAUI","10","81","0","1","0","6","3","0"
"HI","2017","HI796679","Waikoloa Beach","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI796679","Waikoloa Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI796679","Waikoloa Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI796679","Waikoloa Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI796679","Waikoloa Beach","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI796679","Waikoloa Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI796679","Waikoloa Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI796679","Waikoloa Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI796679","Waikoloa Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI278988","Wailea Beach Park","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI278988","Wailea Beach Park","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI278988","Wailea Beach Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI278988","Wailea Beach Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI278988","Wailea Beach Park","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI278988","Wailea Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI278988","Wailea Beach Park","MAUI","2","16","0","0","0","1","1","0"
"HI","2010","HI278988","Wailea Beach Park","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI278988","Wailea Beach Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI278988","Wailea Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI278988","Wailea Beach Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI278988","Wailea Beach Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI236756","Waimaha'ihai Beach","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI236756","Waimaha'ihai Beach","MAUI","11","74","0","1","1","7","2","0"
"HI","2017","HI236756","Waimaha'ihai Beach","MAUI","8","66","0","0","0","3","5","0"
"HI","2016","HI236756","Waimaha'ihai Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI236756","Waimaha'ihai Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI236756","Waimaha'ihai Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI236756","Waimaha'ihai Beach","MAUI","4","21","0","0","1","2","1","0"
"HI","2010","HI236756","Waimaha'ihai Beach","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI236756","Waimaha'ihai Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI236756","Waimaha'ihai Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI236756","Waimaha'ihai Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI236756","Waimaha'ihai Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI284036","Waipuilani","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI284036","Waipuilani","MAUI","9","66","0","1","0","6","2","0"
"HI","2017","HI284036","Waipuilani","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI284036","Waipuilani","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI284036","Waipuilani","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI284036","Waipuilani","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI284036","Waipuilani","MAUI","2","16","0","0","0","1","1","0"
"GA","2016","GA109786","CONTENTMENT BLUFF SANDBAR","MCINTOSH","1","6","0","0","0","1","0","0"
"GA","2011","GA551809","DALLAS BLUFF SANDBAR","MCINTOSH","1","8","0","0","0","0","1","0"
"GA","2007","GA551809","DALLAS BLUFF SANDBAR","MCINTOSH","1","9","0","0","0","0","1","0"
"GA","2005","GA551809","DALLAS BLUFF SANDBAR","MCINTOSH","1","14","0","0","0","0","1","0"
"CA","2019","CA150836","Big River-Mendocino Bay Headlands SP","MENDOCINO","3","18","0","0","0","3","0","0"
"CA","2018","CA150836","Big River-Mendocino Bay Headlands SP","MENDOCINO","1","2","0","0","1","0","0","0"
"CA","2019","CA530302","Caspar Headlands SB","MENDOCINO","3","18","0","0","0","3","0","0"
"CA","2018","CA530302","Caspar Headlands SB","MENDOCINO","1","2","0","0","1","0","0","0"
"CA","2019","CA290892","Hare Creek","MENDOCINO","3","18","0","0","0","3","0","0"
"CA","2018","CA290892","Hare Creek","MENDOCINO","1","2","0","0","1","0","0","0"
"CA","2003","CA151881","MacKerricher State Park","MENDOCINO","1","35","0","0","0","0","0","1"
"CA","2001","CA151881","MacKerricher State Park","MENDOCINO","2","23","0","0","0","0","2","0"
"CA","2000","CA151881","MacKerricher State Park","MENDOCINO","1","4","0","0","0","1","0","0"
"CA","2019","CA850317","Pudding Creek Beach","MENDOCINO","4","25","0","0","0","4","0","0"
"CA","2018","CA850317","Pudding Creek Beach","MENDOCINO","1","2","0","0","1","0","0","0"
"CA","2019","CA631455","Van Damme SP","MENDOCINO","3","18","0","0","0","3","0","0"
"CA","2018","CA631455","Van Damme SP","MENDOCINO","1","2","0","0","1","0","0","0"
"CA","2019","CA485108","Virgin Creek","MENDOCINO","3","18","0","0","0","3","0","0"
"CA","2018","CA485108","Virgin Creek","MENDOCINO","1","2","0","0","1","0","0","0"
"CA","2001","CA485108","Virgin Creek","MENDOCINO","1","10","0","0","0","0","1","0"
"MI","2020","MI000374","Henes Park","MENOMINEE","1","2","0","0","1","0","0","0"
"MI","2015","MI000374","Henes Park","MENOMINEE","4","21","0","2","0","1","1","0"
"MI","2013","MI000374","Henes Park","MENOMINEE","2","9","0","0","0","2","0","0"
"MI","2012","MI000374","Henes Park","MENOMINEE","2","10","0","0","0","2","0","0"
"MI","2011","MI000374","Henes Park","MENOMINEE","1","6","0","0","0","1","0","0"
"MI","2007","MI000374","Henes Park","MENOMINEE","1","97","0","0","0","0","0","1"
"MI","2005","MI000374","Henes Park","MENOMINEE","2","35","0","1","0","0","0","1"
"MI","2019","MI001272","Memorial Beach","MENOMINEE","1","2","0","0","1","0","0","0"
"MI","2015","MI001272","Memorial Beach","MENOMINEE","1","1","0","1","0","0","0","0"
"MI","2012","MI001272","Memorial Beach","MENOMINEE","1","3","0","0","0","1","0","0"
"MI","2011","MI001272","Memorial Beach","MENOMINEE","1","6","0","0","0","1","0","0"
"MI","2005","MI001272","Memorial Beach","MENOMINEE","1","1","0","1","0","0","0","0"
"NH","2013","NH880100","CAMPER BEACH ON BEAVER POND AT BEAR BROOK STATE PARK","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2010","NH407607","CLARK POND FB ARGUE REC AREA","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2009","NH407607","CLARK POND FB ARGUE REC AREA","MERRIMACK","1","3","0","0","0","1","0","0"
"NH","2008","NH407607","CLARK POND FB ARGUE REC AREA","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2007","NH407607","CLARK POND FB ARGUE REC AREA","MERRIMACK","1","3","0","0","0","1","0","0"
"NH","2005","NH407607","CLARK POND FB ARGUE REC AREA","MERRIMACK","1","1","0","1","0","0","0","0"
"NH","2012","NH553550","DAY-USE BEACH ON CATAMOUNT POND AT BEAR BROOK SP","MERRIMACK","1","1","0","1","0","0","0","0"
"NH","2011","NH553550","DAY-USE BEACH ON CATAMOUNT POND AT BEAR BROOK SP","MERRIMACK","1","3","0","0","0","1","0","0"
"NH","2009","NH553550","DAY-USE BEACH ON CATAMOUNT POND AT BEAR BROOK SP","MERRIMACK","3","23","0","0","1","1","1","0"
"NH","2008","NH553550","DAY-USE BEACH ON CATAMOUNT POND AT BEAR BROOK SP","MERRIMACK","2","18","0","0","0","1","1","0"
"NH","2007","NH553550","DAY-USE BEACH ON CATAMOUNT POND AT BEAR BROOK SP","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2006","NH553550","DAY-USE BEACH ON CATAMOUNT POND AT BEAR BROOK SP","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2004","NH553550","DAY-USE BEACH ON CATAMOUNT POND AT BEAR BROOK SP","MERRIMACK","1","4","0","0","0","1","0","0"
"NH","2013","NH881300","ELM BROOK PARK","MERRIMACK","2","7","0","0","1","1","0","0"
"NH","2012","NH881300","ELM BROOK PARK","MERRIMACK","1","7","0","0","0","1","0","0"
"NH","2011","NH881300","ELM BROOK PARK","MERRIMACK","1","7","0","0","0","1","0","0"
"NH","2010","NH881300","ELM BROOK PARK","MERRIMACK","1","8","0","0","0","0","1","0"
"NH","2012","NH763619","FRENCH POND BEACH","MERRIMACK","1","15","0","0","0","0","1","0"
"NH","2009","NH763619","FRENCH POND BEACH","MERRIMACK","1","51","0","0","0","0","0","1"
"NH","2008","NH763619","FRENCH POND BEACH","MERRIMACK","1","109","0","0","0","0","0","1"
"NH","2007","NH763619","FRENCH POND BEACH","MERRIMACK","2","73","0","0","1","0","0","1"
"NH","2010","NH316734","KIMBALL POND TB","MERRIMACK","1","4","0","0","0","1","0","0"
"NH","2000","NH316734","KIMBALL POND TB","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2013","NH892160","LAKE SUNAPEE BLODGETTS LANDING","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2012","NH892160","LAKE SUNAPEE BLODGETTS LANDING","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2006","NH892160","LAKE SUNAPEE BLODGETTS LANDING","MERRIMACK","1","4","0","0","0","1","0","0"
"NH","2008","NH769488","LITTLE SUNAPEE LAKE BUCKLIN TB","MERRIMACK","2","12","0","0","0","1","1","0"
"NH","2013","NH345792","MASSASECUM CASINO","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2009","NH546945","MASSASECUM LAKE FRENCH'S PARK TB","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2013","NH404097","NEW POND SHERWOOD FOREST SHORES BEACH 1","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2013","NH910183","NEW POND SHERWOOD FOREST SHORES BEACH 2","MERRIMACK","1","5","0","0","0","1","0","0"
"NH","2013","NH178994","NEW POND SHERWOOD FOREST SHORES BEACH 3","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2006","NH392408","OTTER POND MORGANS BEACH","MERRIMACK","1","4","0","0","0","1","0","0"
"NH","2006","NH236989","PLEASANT LAKE ELKINS BEACH","MERRIMACK","1","4","0","0","0","1","0","0"
"NH","2010","NH889015","PLEASANT LAKE TB","MERRIMACK","1","5","0","0","0","1","0","0"
"NH","2013","NH293237","SILVER LAKE RESERVOIR","MERRIMACK","2","13","0","0","0","2","0","0"
"NH","2009","NH293237","SILVER LAKE RESERVOIR","MERRIMACK","1","4","0","0","0","1","0","0"
"NH","2013","NH045682","SONDOGARDY POND GLINES PARK","MERRIMACK","3","18","0","0","0","2","1","0"
"NH","2010","NH045682","SONDOGARDY POND GLINES PARK","MERRIMACK","1","5","0","0","0","1","0","0"
"NH","2009","NH045682","SONDOGARDY POND GLINES PARK","MERRIMACK","2","20","0","0","0","1","1","0"
"NH","2007","NH045682","SONDOGARDY POND GLINES PARK","MERRIMACK","1","28","0","0","0","0","1","0"
"NH","2006","NH045682","SONDOGARDY POND GLINES PARK","MERRIMACK","2","36","0","0","0","0","2","0"
"NH","2003","NH045682","SONDOGARDY POND GLINES PARK","MERRIMACK","1","1","0","1","0","0","0","0"
"NH","2011","NH770425","ST METHODIS FAITH AND HERITAGE CENTER","MERRIMACK","1","4","0","0","0","1","0","0"
"NH","2006","NH884405","SUNAPEE SP","MERRIMACK","2","3","0","1","1","0","0","0"
"NH","2006","NH118055","TANNERY POND BEACH","MERRIMACK","1","1","0","1","0","0","0","0"
"NH","2011","NH511617","WEBSTER LAKE GRIFFIN TB","MERRIMACK","5","10","0","1","3","1","0","0"
"NH","2010","NH511617","WEBSTER LAKE GRIFFIN TB","MERRIMACK","2","7","0","0","1","1","0","0"
"NH","2009","NH511617","WEBSTER LAKE GRIFFIN TB","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2007","NH511617","WEBSTER LAKE GRIFFIN TB","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2003","NH511617","WEBSTER LAKE GRIFFIN TB","MERRIMACK","1","1","0","1","0","0","0","0"
"NH","2013","NH053602","WEBSTER LAKE LAGACE TB","MERRIMACK","1","2","0","0","1","0","0","0"
"NH","2011","NH053602","WEBSTER LAKE LAGACE TB","MERRIMACK","2","5","0","0","1","1","0","0"
"NH","2010","NH053602","WEBSTER LAKE LAGACE TB","MERRIMACK","1","7","0","0","0","1","0","0"
"NH","2009","NH053602","WEBSTER LAKE LAGACE TB","MERRIMACK","1","4","0","0","0","1","0","0"
"NH","2003","NH053602","WEBSTER LAKE LAGACE TB","MERRIMACK","1","15","0","0","0","0","1","0"
"FL","2019","FL487489","53RD STREET - MIAMI BEACH","MIAMI-DADE","1","1","0","1","0","0","0","0"
"FL","2018","FL487489","53RD STREET - MIAMI BEACH","MIAMI-DADE","1","6","0","0","0","1","0","0"
"FL","2017","FL487489","53RD STREET - MIAMI BEACH","MIAMI-DADE","1","1","0","1","0","0","0","0"
"FL","2009","FL487489","53RD STREET - MIAMI BEACH","MIAMI-DADE","1","1","0","1","0","0","0","0"
