"State","Year","Beach Id","Beach Name","County","No. of beach actions","No. ofDays Under Action","No. of actions lessthan 1 day duration","No. of actions of 1 day duration","No. of actions of 2 day duration","No. of actions of 3 - 7 day duration","No. of actions of 8 - 30 day duration","No. of actions greater than 30 day duration"
"CA","2015","CA006650","Newport Beach","ORANGE","20","47","0","7","6","7","0","0"
"CA","2014","CA006650","Newport Beach","ORANGE","16","65","0","6","7","1","1","1"
"CA","2013","CA006650","Newport Beach","ORANGE","20","61","0","3","5","12","0","0"
"CA","2012","CA006650","Newport Beach","ORANGE","14","26","0","7","6","1","0","0"
"CA","2011","CA006650","Newport Beach","ORANGE","12","29","0","9","2","0","1","0"
"CA","2010","CA006650","Newport Beach","ORANGE","17","28","0","14","0","2","1","0"
"CA","2009","CA006650","Newport Beach","ORANGE","7","11","0","4","2","1","0","0"
"CA","2008","CA006650","Newport Beach","ORANGE","18","39","0","6","8","4","0","0"
"CA","2007","CA006650","Newport Beach","ORANGE","22","38","0","13","6","3","0","0"
"CA","2006","CA006650","Newport Beach","ORANGE","16","401","0","3","5","6","0","2"
"CA","2005","CA006650","Newport Beach","ORANGE","18","63","0","5","5","6","2","0"
"CA","2004","CA006650","Newport Beach","ORANGE","31","138","0","19","7","4","0","1"
"CA","2003","CA006650","Newport Beach","ORANGE","38","337","0","11","13","7","3","4"
"CA","2002","CA006650","Newport Beach","ORANGE","46","787","0","14","12","9","6","5"
"CA","2001","CA006650","Newport Beach","ORANGE","35","803","0","9","8","11","2","5"
"CA","2000","CA006650","Newport Beach","ORANGE","24","103","0","3","9","10","1","1"
"CA","2019","CA131351","Newport Slough","ORANGE","18","137","0","4","0","7","7","0"
"CA","2018","CA131351","Newport Slough","ORANGE","14","74","0","2","1","8","3","0"
"CA","2019","CA527809","Poche County Beach","ORANGE","19","357","0","0","2","8","8","1"
"CA","2018","CA527809","Poche County Beach","ORANGE","23","200","0","2","6","10","3","2"
"CA","2017","CA527809","Poche County Beach","ORANGE","13","276","0","1","1","4","4","3"
"CA","2016","CA527809","Poche County Beach","ORANGE","19","108","0","1","4","11","2","1"
"CA","2015","CA527809","Poche County Beach","ORANGE","13","61","0","1","5","6","1","0"
"CA","2014","CA527809","Poche County Beach","ORANGE","4","10","0","0","2","2","0","0"
"CA","2013","CA527809","Poche County Beach","ORANGE","19","102","0","1","4","12","1","1"
"CA","2012","CA527809","Poche County Beach","ORANGE","27","324","0","2","3","9","10","3"
"CA","2011","CA527809","Poche County Beach","ORANGE","12","201","0","0","0","5","5","2"
"CA","2010","CA527809","Poche County Beach","ORANGE","14","211","0","3","2","4","3","2"
"CA","2009","CA527809","Poche County Beach","ORANGE","4","168","0","0","0","2","1","1"
"CA","2008","CA527809","Poche County Beach","ORANGE","12","206","0","4","1","5","0","2"
"CA","2007","CA527809","Poche County Beach","ORANGE","12","228","0","2","2","5","0","3"
"CA","2006","CA527809","Poche County Beach","ORANGE","17","250","0","4","2","5","4","2"
"CA","2005","CA527809","Poche County Beach","ORANGE","1","49","0","0","0","0","0","1"
"CA","2004","CA527809","Poche County Beach","ORANGE","14","240","0","2","1","7","2","2"
"CA","2003","CA527809","Poche County Beach","ORANGE","8","171","0","1","0","3","2","2"
"CA","2002","CA527809","Poche County Beach","ORANGE","24","597","0","4","4","8","4","4"
"CA","2001","CA527809","Poche County Beach","ORANGE","15","484","0","1","3","2","5","4"
"CA","2000","CA527809","Poche County Beach","ORANGE","15","325","0","2","1","5","3","4"
"CA","2009","CA243227","Riviera Beach","ORANGE","1","4","0","0","0","1","0","0"
"CA","2008","CA243227","Riviera Beach","ORANGE","1","2","0","0","1","0","0","0"
"CA","2007","CA243227","Riviera Beach","ORANGE","2","17","0","1","0","0","1","0"
"CA","2000","CA243227","Riviera Beach","ORANGE","6","58","0","0","1","3","1","1"
"CA","2005","CA831379","Salt Creek County Beach Park","ORANGE","3","11","0","0","1","2","0","0"
"CA","2004","CA831379","Salt Creek County Beach Park","ORANGE","9","19","0","2","4","3","0","0"
"CA","2003","CA831379","Salt Creek County Beach Park","ORANGE","7","17","0","3","1","3","0","0"
"CA","2002","CA831379","Salt Creek County Beach Park","ORANGE","8","414","0","1","2","2","2","1"
"CA","2001","CA831379","Salt Creek County Beach Park","ORANGE","4","375","0","1","1","0","1","1"
"CA","2000","CA831379","Salt Creek County Beach Park","ORANGE","9","62","0","2","2","3","1","1"
"CA","2019","CA185079","San Clemente City Beach","ORANGE","41","278","0","7","9","14","11","0"
"CA","2018","CA185079","San Clemente City Beach","ORANGE","44","372","0","4","14","15","8","3"
"CA","2017","CA185079","San Clemente City Beach","ORANGE","27","222","0","1","10","9","4","3"
"CA","2016","CA185079","San Clemente City Beach","ORANGE","35","263","0","4","10","15","3","3"
"CA","2015","CA185079","San Clemente City Beach","ORANGE","15","74","0","1","5","8","0","1"
"CA","2014","CA185079","San Clemente City Beach","ORANGE","2","7","0","0","1","1","0","0"
"CA","2013","CA185079","San Clemente City Beach","ORANGE","18","97","0","0","5","12","0","1"
"CA","2012","CA185079","San Clemente City Beach","ORANGE","4","39","0","0","1","2","0","1"
"CA","2011","CA185079","San Clemente City Beach","ORANGE","7","16","0","2","2","3","0","0"
"CA","2010","CA185079","San Clemente City Beach","ORANGE","1","2","0","0","1","0","0","0"
"CA","2009","CA185079","San Clemente City Beach","ORANGE","3","79","0","1","0","1","0","1"
"CA","2008","CA185079","San Clemente City Beach","ORANGE","8","115","0","1","2","2","2","1"
"CA","2007","CA185079","San Clemente City Beach","ORANGE","8","76","0","1","2","4","0","1"
"CA","2006","CA185079","San Clemente City Beach","ORANGE","5","16","0","0","1","4","0","0"
"CA","2005","CA185079","San Clemente City Beach","ORANGE","2","9","0","0","1","1","0","0"
"CA","2004","CA185079","San Clemente City Beach","ORANGE","4","10","0","0","2","2","0","0"
"CA","2003","CA185079","San Clemente City Beach","ORANGE","13","107","0","2","5","4","0","2"
"CA","2002","CA185079","San Clemente City Beach","ORANGE","17","518","0","3","4","6","1","3"
"CA","2001","CA185079","San Clemente City Beach","ORANGE","10","399","0","1","2","6","0","1"
"CA","2000","CA185079","San Clemente City Beach","ORANGE","19","89","0","4","5","8","1","1"
"CA","2019","CA879625","San Clemente State Beach","ORANGE","11","90","0","0","0","6","5","0"
"CA","2018","CA879625","San Clemente State Beach","ORANGE","10","45","0","1","0","8","1","0"
"CA","2017","CA879625","San Clemente State Beach","ORANGE","6","40","0","0","0","4","2","0"
"CA","2016","CA879625","San Clemente State Beach","ORANGE","13","51","0","1","1","10","1","0"
"CA","2015","CA879625","San Clemente State Beach","ORANGE","5","18","0","0","0","5","0","0"
"CA","2014","CA879625","San Clemente State Beach","ORANGE","1","2","0","0","1","0","0","0"
"CA","2013","CA879625","San Clemente State Beach","ORANGE","12","43","0","0","2","10","0","0"
"CA","2012","CA879625","San Clemente State Beach","ORANGE","3","7","0","0","2","1","0","0"
"CA","2011","CA879625","San Clemente State Beach","ORANGE","1","2","0","0","1","0","0","0"
"CA","2009","CA879625","San Clemente State Beach","ORANGE","1","2","0","0","1","0","0","0"
"CA","2008","CA879625","San Clemente State Beach","ORANGE","1","1","0","1","0","0","0","0"
"CA","2007","CA879625","San Clemente State Beach","ORANGE","1","6","0","0","0","1","0","0"
"CA","2006","CA879625","San Clemente State Beach","ORANGE","1","2","0","0","1","0","0","0"
"CA","2004","CA879625","San Clemente State Beach","ORANGE","1","3","0","0","0","1","0","0"
"CA","2002","CA879625","San Clemente State Beach","ORANGE","3","7","0","0","2","1","0","0"
"CA","2001","CA879625","San Clemente State Beach","ORANGE","1","1","0","1","0","0","0","0"
"CA","2000","CA879625","San Clemente State Beach","ORANGE","7","61","0","0","1","4","1","1"
"CA","2000","CA109603","Seal Beach (Creeks)","ORANGE","6","21","0","1","2","3","0","0"
"CA","2019","CA945290","Seal Beach Surfside","ORANGE","22","117","0","6","2","8","6","0"
"CA","2018","CA945290","Seal Beach Surfside","ORANGE","28","174","0","6","5","13","3","1"
"CA","2017","CA945290","Seal Beach Surfside","ORANGE","27","96","0","9","5","9","4","0"
"CA","2016","CA945290","Seal Beach Surfside","ORANGE","21","69","0","5","3","12","1","0"
"CA","2015","CA945290","Seal Beach Surfside","ORANGE","28","126","0","7","5","14","2","0"
"CA","2014","CA945290","Seal Beach Surfside","ORANGE","20","93","0","6","2","10","2","0"
"CA","2013","CA945290","Seal Beach Surfside","ORANGE","20","70","0","1","6","12","1","0"
"CA","2012","CA945290","Seal Beach Surfside","ORANGE","14","50","0","3","5","4","2","0"
"CA","2011","CA945290","Seal Beach Surfside","ORANGE","3","6","0","0","3","0","0","0"
"CA","2010","CA945290","Seal Beach Surfside","ORANGE","5","22","0","0","2","2","1","0"
"CA","2009","CA945290","Seal Beach Surfside","ORANGE","2","3","0","1","1","0","0","0"
"CA","2008","CA945290","Seal Beach Surfside","ORANGE","4","8","0","0","4","0","0","0"
"CA","2007","CA945290","Seal Beach Surfside","ORANGE","4","12","0","0","3","1","0","0"
"CA","2006","CA945290","Seal Beach Surfside","ORANGE","5","10","0","0","5","0","0","0"
"CA","2005","CA945290","Seal Beach Surfside","ORANGE","4","17","0","0","1","3","0","0"
"CA","2004","CA945290","Seal Beach Surfside","ORANGE","10","103","0","0","6","3","0","1"
"CA","2003","CA945290","Seal Beach Surfside","ORANGE","14","36","0","2","7","5","0","0"
"CA","2002","CA945290","Seal Beach Surfside","ORANGE","11","436","0","0","4","2","4","1"
"CA","2001","CA945290","Seal Beach Surfside","ORANGE","16","428","0","1","6","6","2","1"
"CA","2019","CA893291","South Laguna Beach","ORANGE","12","95","0","0","0","7","5","0"
"CA","2018","CA893291","South Laguna Beach","ORANGE","10","45","0","1","0","8","1","0"
"CA","2017","CA893291","South Laguna Beach","ORANGE","6","40","0","0","0","4","2","0"
"CA","2016","CA893291","South Laguna Beach","ORANGE","13","51","0","1","1","10","1","0"
"CA","2015","CA893291","South Laguna Beach","ORANGE","5","18","0","0","0","5","0","0"
"CA","2013","CA893291","South Laguna Beach","ORANGE","10","39","0","0","0","10","0","0"
"CA","2010","CA893291","South Laguna Beach","ORANGE","3","7","0","0","2","1","0","0"
"CA","2009","CA893291","South Laguna Beach","ORANGE","1","1","0","1","0","0","0","0"
"CA","2008","CA893291","South Laguna Beach","ORANGE","1","1","0","1","0","0","0","0"
"CA","2007","CA893291","South Laguna Beach","ORANGE","1","7","0","0","0","1","0","0"
"CA","2006","CA893291","South Laguna Beach","ORANGE","2","3","0","1","1","0","0","0"
"CA","2005","CA893291","South Laguna Beach","ORANGE","3","12","0","0","0","3","0","0"
"CA","2003","CA893291","South Laguna Beach","ORANGE","9","17","0","4","3","2","0","0"
"CA","2002","CA893291","South Laguna Beach","ORANGE","1","364","0","0","0","0","0","1"
"CA","2001","CA893291","South Laguna Beach","ORANGE","1","364","0","0","0","0","0","1"
"CA","2019","CA208354","Sunset County Beach","ORANGE","11","90","0","0","0","6","5","0"
"CA","2018","CA208354","Sunset County Beach","ORANGE","11","52","0","1","0","9","1","0"
"CA","2017","CA208354","Sunset County Beach","ORANGE","6","40","0","0","0","4","2","0"
"CA","2016","CA208354","Sunset County Beach","ORANGE","13","51","0","1","1","10","1","0"
"CA","2014","CA208354","Sunset County Beach","ORANGE","1","1","0","1","0","0","0","0"
"CA","2013","CA208354","Sunset County Beach","ORANGE","10","39","0","0","0","10","0","0"
"LA","2011","LA960851","PONT1","ORLEANS","5","84","0","0","0","2","3","0"
"NY","2020","NY753343","BRENNAN'S BEACH","OSWEGO","1","2","0","0","1","0","0","0"
"NY","2018","NY753343","BRENNAN'S BEACH","OSWEGO","1","7","0","0","0","1","0","0"
"NY","2010","NY753343","BRENNAN'S BEACH","OSWEGO","1","3","0","0","0","1","0","0"
"NY","2018","NY280017","CHEDMARDO","OSWEGO","1","7","0","0","0","1","0","0"
"NY","2005","NY280017","CHEDMARDO","OSWEGO","2","29","0","0","0","1","1","0"
"NY","2020","NY266358","DOWIE DALE","OSWEGO","2","5","0","0","1","1","0","0"
"NY","2018","NY266358","DOWIE DALE","OSWEGO","1","2","0","0","1","0","0","0"
"NY","2020","NY124295","MEXICO POINT STATE PARK (TOWN)","OSWEGO","1","2","0","0","1","0","0","0"
"NY","2018","NY124295","MEXICO POINT STATE PARK (TOWN)","OSWEGO","1","2","0","0","1","0","0","0"
"NY","2014","NY124295","MEXICO POINT STATE PARK (TOWN)","OSWEGO","1","6","0","0","0","1","0","0"
"NY","2011","NY124295","MEXICO POINT STATE PARK (TOWN)","OSWEGO","1","12","0","0","0","0","1","0"
"NY","2010","NY124295","MEXICO POINT STATE PARK (TOWN)","OSWEGO","1","1","0","1","0","0","0","0"
"NY","2018","NY059316","ONTARIO SHORES (Rainbow Shores)","OSWEGO","1","2","0","0","1","0","0","0"
"NY","2016","NY761078","SANDY ISLAND BEACH STATE PARK","OSWEGO","1","1","0","1","0","0","0","0"
"NY","2002","NY763000","SCRIBA TOWN PARK","OSWEGO","1","19","0","0","0","0","1","0"
"NY","2018","NY992944","SELKIRK SHORES STATE PARK BEACH","OSWEGO","1","8","0","0","0","0","1","0"
"NY","2017","NY992944","SELKIRK SHORES STATE PARK BEACH","OSWEGO","1","2","0","0","1","0","0","0"
"NY","2009","NY992944","SELKIRK SHORES STATE PARK BEACH","OSWEGO","1","1","0","1","0","0","0","0"
"NY","2006","NY992944","SELKIRK SHORES STATE PARK BEACH","OSWEGO","1","1","0","1","0","0","0","0"
"NY","2005","NY992944","SELKIRK SHORES STATE PARK BEACH","OSWEGO","1","1","0","1","0","0","0","0"
"NY","2003","NY992944","SELKIRK SHORES STATE PARK BEACH","OSWEGO","1","1","0","1","0","0","0","0"
"OH","2020","OH351307","Camp Perry","OTTAWA","3","11","0","0","1","2","0","0"
"OH","2019","OH351307","Camp Perry","OTTAWA","3","21","0","0","0","1","2","0"
"OH","2018","OH351307","Camp Perry","OTTAWA","2","11","0","0","1","0","1","0"
"OH","2017","OH351307","Camp Perry","OTTAWA","5","19","0","0","3","1","1","0"
"OH","2016","OH351307","Camp Perry","OTTAWA","3","13","0","0","2","0","1","0"
"OH","2015","OH351307","Camp Perry","OTTAWA","3","26","0","0","0","2","1","0"
"OH","2014","OH351307","Camp Perry","OTTAWA","1","13","0","0","0","0","1","0"
"OH","2013","OH351307","Camp Perry","OTTAWA","2","9","0","0","1","1","0","0"
"OH","2012","OH351307","Camp Perry","OTTAWA","6","52","0","0","2","2","2","0"
"OH","2011","OH351307","Camp Perry","OTTAWA","1","16","0","0","0","0","1","0"
"OH","2010","OH351307","Camp Perry","OTTAWA","2","9","0","0","1","1","0","0"
"OH","2009","OH351307","Camp Perry","OTTAWA","8","24","0","4","0","4","0","0"
"OH","2008","OH351307","Camp Perry","OTTAWA","12","34","0","4","2","6","0","0"
"OH","2007","OH351307","Camp Perry","OTTAWA","7","41","0","1","0","5","1","0"
"OH","2006","OH351307","Camp Perry","OTTAWA","5","23","0","1","2","1","1","0"
"OH","2005","OH351307","Camp Perry","OTTAWA","3","23","0","1","0","0","2","0"
"OH","2004","OH351307","Camp Perry","OTTAWA","3","9","0","1","0","2","0","0"
"OH","2003","OH351307","Camp Perry","OTTAWA","5","11","0","3","0","2","0","0"
"OH","2002","OH351307","Camp Perry","OTTAWA","4","7","0","3","0","1","0","0"
"OH","2001","OH351307","Camp Perry","OTTAWA","2","17","0","0","0","1","1","0"
"OH","2000","OH351307","Camp Perry","OTTAWA","2","3","0","1","1","0","0","0"
"OH","2020","OH396459","Catawba Island State Park","OTTAWA","1","2","0","0","1","0","0","0"
"OH","2017","OH396459","Catawba Island State Park","OTTAWA","1","2","0","0","1","0","0","0"
"OH","2015","OH396459","Catawba Island State Park","OTTAWA","2","11","0","0","1","0","1","0"
"OH","2014","OH396459","Catawba Island State Park","OTTAWA","2","9","0","0","1","1","0","0"
"OH","2012","OH396459","Catawba Island State Park","OTTAWA","2","4","0","0","2","0","0","0"
"OH","2011","OH396459","Catawba Island State Park","OTTAWA","1","3","0","0","0","1","0","0"
"OH","2010","OH396459","Catawba Island State Park","OTTAWA","1","2","0","0","1","0","0","0"
"OH","2009","OH396459","Catawba Island State Park","OTTAWA","2","3","0","1","1","0","0","0"
"OH","2008","OH396459","Catawba Island State Park","OTTAWA","1","1","0","1","0","0","0","0"
"OH","2007","OH396459","Catawba Island State Park","OTTAWA","5","11","0","3","0","2","0","0"
"OH","2006","OH396459","Catawba Island State Park","OTTAWA","2","8","0","0","0","2","0","0"
"OH","2004","OH396459","Catawba Island State Park","OTTAWA","1","9","0","0","0","0","1","0"
"OH","2003","OH396459","Catawba Island State Park","OTTAWA","1","13","0","0","0","0","1","0"
"OH","2019","OH685679","East Harbor State Park","OTTAWA","3","6","0","2","0","1","0","0"
"OH","2017","OH685679","East Harbor State Park","OTTAWA","1","3","0","0","0","1","0","0"
"OH","2016","OH685679","East Harbor State Park","OTTAWA","1","2","0","0","1","0","0","0"
"OH","2015","OH685679","East Harbor State Park","OTTAWA","2","5","0","0","1","1","0","0"
"OH","2013","OH685679","East Harbor State Park","OTTAWA","1","5","0","0","0","1","0","0"
"OH","2012","OH685679","East Harbor State Park","OTTAWA","8","19","0","4","1","3","0","0"
"OH","2011","OH685679","East Harbor State Park","OTTAWA","4","8","0","2","1","1","0","0"
"OH","2009","OH685679","East Harbor State Park","OTTAWA","1","1","0","1","0","0","0","0"
"OH","2007","OH685679","East Harbor State Park","OTTAWA","3","7","0","2","0","1","0","0"
"OH","2006","OH685679","East Harbor State Park","OTTAWA","3","4","0","2","1","0","0","0"
"OH","2003","OH685679","East Harbor State Park","OTTAWA","2","11","0","0","0","2","0","0"
"MI","2007","MI000342","Grand Haven City Beach","OTTAWA","1","2","0","0","1","0","0","0"
"MI","2004","MI000342","Grand Haven City Beach","OTTAWA","1","2","0","0","1","0","0","0"
"MI","2007","MI000340","Grand Haven State Park","OTTAWA","1","2","0","0","1","0","0","0"
"MI","2005","MI000340","Grand Haven State Park","OTTAWA","1","1","0","1","0","0","0","0"
"OH","2020","OH133557","Kelleys Island State Park","OTTAWA","3","15","0","0","1","2","0","0"
"OH","2019","OH133557","Kelleys Island State Park","OTTAWA","6","17","0","0","4","2","0","0"
"OH","2018","OH133557","Kelleys Island State Park","OTTAWA","3","13","0","0","2","0","1","0"
"OH","2017","OH133557","Kelleys Island State Park","OTTAWA","2","4","0","0","2","0","0","0"
"OH","2016","OH133557","Kelleys Island State Park","OTTAWA","3","11","0","0","2","1","0","0"
"OH","2014","OH133557","Kelleys Island State Park","OTTAWA","3","6","0","0","3","0","0","0"
"OH","2013","OH133557","Kelleys Island State Park","OTTAWA","2","14","0","0","0","2","0","0"
"OH","2012","OH133557","Kelleys Island State Park","OTTAWA","1","3","0","0","0","1","0","0"
"OH","2011","OH133557","Kelleys Island State Park","OTTAWA","1","38","0","0","0","0","0","1"
"MI","2006","MI001244","Kirk Park","OTTAWA","1","1","0","1","0","0","0","0"
"MI","2006","MI794623","Kouw Park","OTTAWA","1","1","0","1","0","0","0","0"
"OH","2020","OH216093","Lakeside Beach","OTTAWA","2","6","0","1","0","1","0","0"
"OH","2019","OH216093","Lakeside Beach","OTTAWA","1","1","0","1","0","0","0","0"
"OH","2018","OH216093","Lakeside Beach","OTTAWA","2","5","0","1","0","1","0","0"
"OH","2017","OH216093","Lakeside Beach","OTTAWA","1","4","0","0","0","1","0","0"
"OH","2015","OH216093","Lakeside Beach","OTTAWA","3","7","0","1","1","1","0","0"
"OH","2014","OH216093","Lakeside Beach","OTTAWA","2","5","0","1","0","1","0","0"
"OH","2013","OH216093","Lakeside Beach","OTTAWA","1","4","0","0","0","1","0","0"
"OH","2011","OH216093","Lakeside Beach","OTTAWA","2","5","0","1","0","1","0","0"
"OH","2010","OH216093","Lakeside Beach","OTTAWA","3","9","0","1","0","2","0","0"
"OH","2009","OH216093","Lakeside Beach","OTTAWA","1","1","0","1","0","0","0","0"
"OH","2008","OH216093","Lakeside Beach","OTTAWA","2","5","0","1","0","1","0","0"
"OH","2007","OH216093","Lakeside Beach","OTTAWA","1","5","0","0","0","1","0","0"
"OH","2006","OH216093","Lakeside Beach","OTTAWA","4","11","0","1","1","2","0","0"
"OH","2003","OH216093","Lakeside Beach","OTTAWA","3","25","0","0","0","2","1","0"
"MI","2004","MI000333","North Beach Park","OTTAWA","1","3","0","0","0","1","0","0"
"OH","2018","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","4","10","0","3","0","1","0","0"
"OH","2017","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","3","12","0","0","0","3","0","0"
"OH","2016","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","4","7","0","1","3","0","0","0"
"OH","2015","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","7","33","0","0","1","5","1","0"
"OH","2014","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","4","17","0","1","0","3","0","0"
"OH","2013","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","9","37","0","2","0","7","0","0"
"OH","2012","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","10","40","0","3","1","5","1","0"
"OH","2011","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","10","36","0","2","1","7","0","0"
"OH","2010","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","2","6","0","1","0","1","0","0"
"OH","2009","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","5","11","0","3","0","2","0","0"
"OH","2008","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","5","9","0","3","1","1","0","0"
"OH","2007","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","3","8","0","2","0","1","0","0"
"OH","2006","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","6","8","0","5","0","1","0","0"
"OH","2005","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","1","6","0","0","0","1","0","0"
"OH","2004","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","1","3","0","0","0","1","0","0"
"OH","2003","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","1","27","0","0","0","0","1","0"
"OH","2002","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","3","53","0","0","1","0","1","1"
"OH","2001","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","2","37","0","0","1","0","0","1"
"OH","2000","OH463595","Port Clinton (Deep\Lakeview))","OTTAWA","2","36","0","0","0","0","2","0"
"MI","2005","MI868162","Rosy Mound Recreation Area","OTTAWA","2","3","0","1","1","0","0","0"
"OH","2019","OH907394","South Bass Island State Park","OTTAWA","1","3","0","0","0","1","0","0"
"OH","2018","OH907394","South Bass Island State Park","OTTAWA","1","2","0","0","1","0","0","0"
"OH","2015","OH907394","South Bass Island State Park","OTTAWA","1","2","0","0","1","0","0","0"
"OH","2013","OH907394","South Bass Island State Park","OTTAWA","2","4","0","0","2","0","0","0"
"OH","2010","OH907394","South Bass Island State Park","OTTAWA","1","7","0","0","0","1","0","0"
"OH","2007","OH907394","South Bass Island State Park","OTTAWA","1","1","0","1","0","0","0","0"
"MI","2009","MI000350","Tunnel Park","OTTAWA","2","3","0","1","1","0","0","0"
"MI","2007","MI000350","Tunnel Park","OTTAWA","1","2","0","0","1","0","0","0"
"MI","2006","MI000350","Tunnel Park","OTTAWA","1","1","0","1","0","0","0","0"
"MI","2004","MI000350","Tunnel Park","OTTAWA","1","2","0","0","1","0","0","0"
"MI","2006","MI895719","Windsnest Park","OTTAWA","1","1","0","1","0","0","0","0"
"MI","2004","MI895719","Windsnest Park","OTTAWA","1","2","0","0","1","0","0","0"
"WI","2015","WI679515","Cedar Beach Rd Beach","OZAUKEE","26","35","0","23","1","2","0","0"
"WI","2014","WI679515","Cedar Beach Rd Beach","OZAUKEE","25","25","0","25","0","0","0","0"
"WI","2013","WI679515","Cedar Beach Rd Beach","OZAUKEE","16","16","0","16","0","0","0","0"
"WI","2012","WI679515","Cedar Beach Rd Beach","OZAUKEE","30","30","0","30","0","0","0","0"
"WI","2011","WI679515","Cedar Beach Rd Beach","OZAUKEE","10","13","0","9","0","1","0","0"
"WI","2010","WI679515","Cedar Beach Rd Beach","OZAUKEE","17","23","0","13","2","2","0","0"
"WI","2009","WI679515","Cedar Beach Rd Beach","OZAUKEE","9","9","0","9","0","0","0","0"
"WI","2008","WI679515","Cedar Beach Rd Beach","OZAUKEE","24","27","0","23","0","1","0","0"
"WI","2007","WI679515","Cedar Beach Rd Beach","OZAUKEE","19","20","0","18","1","0","0","0"
"WI","2006","WI679515","Cedar Beach Rd Beach","OZAUKEE","10","10","0","10","0","0","0","0"
"WI","2005","WI679515","Cedar Beach Rd Beach","OZAUKEE","16","22","0","13","0","3","0","0"
"WI","2004","WI679515","Cedar Beach Rd Beach","OZAUKEE","24","24","0","24","0","0","0","0"
"WI","2003","WI679515","Cedar Beach Rd Beach","OZAUKEE","26","26","0","26","0","0","0","0"
"WI","2019","WI135037","Concordia University","OZAUKEE","1","21","0","0","0","0","1","0"
"WI","2018","WI135037","Concordia University","OZAUKEE","1","4","0","0","0","1","0","0"
"WI","2016","WI135037","Concordia University","OZAUKEE","1","1","0","1","0","0","0","0"
"WI","2015","WI135037","Concordia University","OZAUKEE","24","29","0","22","1","1","0","0"
"WI","2014","WI135037","Concordia University","OZAUKEE","2","2","0","2","0","0","0","0"
"WI","2013","WI135037","Concordia University","OZAUKEE","3","3","0","3","0","0","0","0"
"WI","2012","WI135037","Concordia University","OZAUKEE","3","3","0","3","0","0","0","0"
"WI","2010","WI135037","Concordia University","OZAUKEE","7","8","0","6","1","0","0","0"
"WI","2008","WI135037","Concordia University","OZAUKEE","8","11","0","7","0","1","0","0"
"WI","2015","WI467224","County Road D Boat Launch Beach","OZAUKEE","28","37","0","25","1","2","0","0"
"WI","2014","WI467224","County Road D Boat Launch Beach","OZAUKEE","27","27","0","27","0","0","0","0"
"WI","2013","WI467224","County Road D Boat Launch Beach","OZAUKEE","7","7","0","7","0","0","0","0"
"WI","2012","WI467224","County Road D Boat Launch Beach","OZAUKEE","26","26","0","26","0","0","0","0"
"WI","2011","WI467224","County Road D Boat Launch Beach","OZAUKEE","6","9","0","5","0","1","0","0"
"WI","2010","WI467224","County Road D Boat Launch Beach","OZAUKEE","11","11","0","11","0","0","0","0"
"WI","2009","WI467224","County Road D Boat Launch Beach","OZAUKEE","10","10","0","10","0","0","0","0"
"WI","2008","WI467224","County Road D Boat Launch Beach","OZAUKEE","26","29","0","25","0","1","0","0"
"WI","2007","WI467224","County Road D Boat Launch Beach","OZAUKEE","18","18","0","18","0","0","0","0"
"WI","2006","WI467224","County Road D Boat Launch Beach","OZAUKEE","13","13","0","13","0","0","0","0"
"WI","2005","WI467224","County Road D Boat Launch Beach","OZAUKEE","11","17","0","8","0","3","0","0"
"WI","2004","WI467224","County Road D Boat Launch Beach","OZAUKEE","23","23","0","23","0","0","0","0"
"WI","2003","WI467224","County Road D Boat Launch Beach","OZAUKEE","22","22","0","22","0","0","0","0"
"WI","2020","WI789237","Harrington State Park Beach North","OZAUKEE","4","22","0","1","0","2","1","0"
"WI","2019","WI789237","Harrington State Park Beach North","OZAUKEE","2","2","0","2","0","0","0","0"
"WI","2018","WI789237","Harrington State Park Beach North","OZAUKEE","5","8","0","4","0","1","0","0"
"WI","2017","WI789237","Harrington State Park Beach North","OZAUKEE","3","5","0","2","0","1","0","0"
"WI","2016","WI789237","Harrington State Park Beach North","OZAUKEE","13","13","0","13","0","0","0","0"
"WI","2015","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","28","37","0","25","1","2","0","0"
"WI","2014","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","26","26","0","26","0","0","0","0"
"WI","2013","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","7","7","0","7","0","0","0","0"
